freq,plants,operator,nrg_bal,siec,unit,Alpha_2_code,EU?,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,BA,FALSE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,4144000,5062000,4958000,5114000,0.000 ,4968000,5195000
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,BE,TRUE,9742000,10368000,10197000,9730000,9652000,9983000,11356000,12706000,15137000,18017000,23171000,23659000,22853000,23065000,27929900,30388800,32179400,26819900,28826200,32126000,33053400,32452900,31561800,27841400,25945700,25815100,24760400,21480900,23646100,20435700,20132700
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,BG,TRUE,47805000,53904000,70020000,58387000,51667000,50972000,55347000,59303000,54485000,50371000,46290000,47843000,45765000,49576000,45306000,46648000,45033000,46434000,54432000,51330000,51412000,51377000,51139000,47698000,48450000,44356000,43390000,39224296,33198832,34129811,33679338
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,CY,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,4000,5000,31000,31000,42000,45000,51000,50000,53890,53850,51472,37117
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,CZ,TRUE,110127000,115033000,117603000,121131000,128380000,146338000,160794000,148378000,131741000,115126000,113415000,123223000,116607000,125741000,123372000,115672000,111083000,109913000,111170000,104325000,100694700,91207700,92886600,92962700,79573800,81282750,84689700,85286067,80107054,79950933,78833047
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,DE,TRUE,448383000,430271000,404831000,407411000,395300000,416600000,418943000,381577000,385800000,379551000,315920000,321022000,316222000,466121000,491463000,489550000,489365000,467674000,478400000,468827000,514549000,466154000,479636000,488307000,438288000,457539000,469228000,469770000,468071000,457928000,427163000
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,DK,TRUE,81387000,93710000,93082000,99474000,97718000,103099000,114693000,106830000,109148000,105065000,100336000,109424000,107571000,110081000,107853000,106559000,105590000,100336000,102200000,106410000,126028000,108171000,111251000,110754000,96629000,101462427,106234699,105769262,104040238,99203374,93617535
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,EA19,FALSE,863911000,867417000,788877000,765235000,766124000,814737000,863699000,819183000,829063000,820799000,809681442,865776647,883831353,1053803775,1157131690,1152242366,1145197736,1134776231,1149831876,1175756826,496865538,599588354,621176332,1108341104,1022896475,993659996,1041783580,1002518468,1119098593,1129261871,1124786890
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,EE,TRUE,101500000,101131000,68447000,51197000,46372000,28449000,30106000,29708000,26527000,25535000,23488000,24801000,24717000,23430000,24260000,23171000,23441000,23609000,22255000,21853000,23507000,21194000,22293000,21450000,20523000,18991304,22713702,22347105,23262174,20574711,19949285
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,EL,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,1032000,1049000,1103000,1174000,1176000,1153000,1930000,1817000,2049000,2349000,1737000,1837000,2050000,1941000,2256000,1889000,1738000,2073000,2093000,2134000,2137480,2167155,2202880,1972355
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,ES,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,EU27_2020,FALSE,1808705000,1828163000,1780390000,1782206000,1739223000,1854347000,2013963000,1935163000,1898099000,1806099000,1726939442,1854319647,1809700353,1998270775,2073131690,2057893366,2032163736,1992391231,2025832876,2053592826,1440320238,1431420054,1477520932,1941550804,1689497275,1039759682,1192270979,1193095944,1379064717,1438146664,1869991096
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,FI,TRUE,86832000,91800000,92042000,95512000,96696000,97704000,111526000,110382000,102500000,109979000,132429000,144650000,161727000,170659000,166461000,161567000,172464000,170499000,169541000,170576000,191919000,173167000,182729000,169497000,164664000,158515000,178341000,176007000,174634000,171467000,156300000
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,FR,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,38603000,55597000,60821000,60850000,60243000,61318000,56397000,90654917,95270092,123884813,126759329,114336134,120988362,122738265,106036952,118568163,130499175,131733378,125796513,130499739,128280101
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,GE,FALSE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,HR,TRUE,13284000,13132000,11576000,11621000,11204000,12284000,12831000,12146000,11164000,11988000,10464000,11796000,11289000,12240000,11974000,12454000,11102000,10866000,11091000,10810000,11824000,11490000,10990000,11073000,9553000,10563000,10938000,11307200,11401200,11995500,12606200
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,HU,TRUE,53676000,55794000,49664000,46059000,38376000,39482000,39737000,58861000,65462000,67118000,64007000,67731000,57636000,60717000,59892000,61508000,59209000,54962000,54128000,51854000,51362000,46306000,47614000,46361000,40273000,43315000,45138000,44791000,41928000,41417000,41822000
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,IE,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,IS,FALSE,15799000,15685000,16431000,16380000,16632000,16946000,16318000,16636000,16670000,17490000,18236000,18580000,19006000,18985000,19366000,19744000,19957000,20916000,21706000,21639000,21511000,21523000,22928000,22744000,23180000,26606000,27900100,29995907,33727457,34002354,36484442
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,IT,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,69044000,72641000,83115000,83339000,80815000,76906000,95443000,112258000,115957000,132643000,132590000,142005000,159490000,165284417,155334134,154058262,158467427
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,LI,FALSE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,LT,TRUE,83187000,89710000,66823000,54315000,61676000,58575000,60064000,54946000,51839000,45002000,39538000,40337000,40652000,41086000,40265000,39859000,42138000,37363000,35001000,35654000,38210000,34134000,34829000,32783000,31012000,30486000,32165000,33319000,32970000,29652000,26806000
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,LU,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,2000,320442,382647,546353,2260775,2399790,2436805,2566895,2097237,2432708,1934669,2433813,2530161,2447601,2579512,1919676,1784517,1838271,2221405,2610017,3545962,5151801
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,LV,TRUE,61678000,59887000,51911000,40124000,36885000,35237000,34990000,36392000,36346000,29852000,26739000,29367000,28865000,28991000,26449000,26752000,25967000,24714000,23065000,23412000,25612000,22293000,23805000,23004000,22506000,22381000,25739000,27077689,26890707,25968446,24751613
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,MD,FALSE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,9208000,8664000,8337000,7570000,7425000,7798000,8161000,7823000,8223000,7283000,7136000
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,ME,FALSE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,MK,FALSE,1933000,2318000,2318000,2252000,1950000,2323000,2323000,2323000,2985000,2847000,2919000,2926000,2870000,3085000,2897000,3160000,3040000,2786000,2648000,2768000,2540000,2575000,2394000,2056000,1924000,2188000,2231843,2404052,2225400,2042647,2515403
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,MT,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,NL,TRUE,11918000,16821000,19061000,35600000,49459000,89553000,102836000,108419000,120081000,129738000,126690000,129036000,131491000,132698000,141674000,134774000,111131000,109288000,108102000,108836000,116930000,108076000,97346000,96933000,93111000,85074454,80068635,72962108,69319169,68839647,57253514
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,NO,FALSE,4922000,5480000,5391000,5663000,5717000,6316000,6548000,6492000,6707000,7185000,6904000,8233000,8693000,10146000,10401000,10668000,11326000,12137000,12752000,14864000,18110000,16066000,17766000,19865000,19018000,20511000,22198000,23044000,23562313,24005147,22187214
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,PL,TRUE,323961000,336256000,320603000,342428000,327556000,338839000,380223000,356704000,332792000,315188000,288836000,316511000,295200000,296287000,292587000,287792000,281700000,276068000,286280000,282852000,308049000,272760000,281786000,273296000,249045000,254217000,265720000,269517337,260312507,259391332,257940292
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,PT,TRUE,1188000,1182000,1318000,1437000,1476000,1491000,1725000,1937000,2146000,1950000,2130000,2063000,2031000,2044000,3473000,3835000,3891000,1590000,1686000,1431000,43000,21000,21000,35000,35000,35000,35000,35000,44170,48506,39000
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,RO,TRUE,236420000,201895000,192176000,192499000,172919000,197259000,221718000,223153000,206821000,165826000,146826000,147584000,124654000,123859000,111452000,110094000,101692000,89716000,84899000,80675000,82839000,80507000,73478000,70431000,66004000,64475000,64084000,64617919,63075427,53466675,49938794
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,RS,FALSE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,23559000,22395000,23779000,23383000,23879000,25903000,24262000,22431000,20642000,23758000,24333000,24780279,23599772,21925804,24616853
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,SE,TRUE,78134000,91022000,136789000,145372000,145279000,151337000,164921000,150605000,157423000,154618000,147084000,164431000,167147000,165966000,163564000,164924000,171557000,169320000,171801000,189580000,223070000,181503000,198190000,191707000,182870000,187387000,196511000,192672000,193219000,189987000,176767000
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,SI,TRUE,7271000,7925000,7094000,7228000,7309000,8186000,8875000,8524000,8012000,7745000,8241000,8492000,8543000,9190000,9336000,9733000,9282000,8498000,8958000,8737000,9431000,9422000,9059000,8959000,7681000,8216000,8494000,8877746,8567204,8278631,8167405
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,SK,TRUE,27785000,29284000,39552000,32253000,30570000,34533000,38795000,32963000,36211000,29860000,29041000,40619000,39154000,42583000,40531000,39744000,36181000,32827000,32849000,36197000,39842000,36822000,34380000,33439000,30085000,31070000,31555000,30979000,24061000,24639000,24512000
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,TR,FALSE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,115000,156000,251000,518000,6164000,14669000,18991000,23971000,22435000,24673000,29840000,28871000,29124000,30139000,27861000,24302000,20126000,22515200,20288580,17141952,18305754
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,UA,FALSE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,540303000,516753000,495095000,524495000,509690000,498383000,447010000,332138000,272321000,269053000,247482000,275982800,250278000,258342000
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,UK,FALSE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,: 
A,TOTAL,PRR_MAIN,NHP,TOTAL,TJ,XK,FALSE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,291000,369000,366000,386000,396000,411000,436000,463000,495000,495000,231000,190000,195000,211000,249000,579000,795000,817279,832408,830048,953809
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,AL,FALSE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,AT,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,BA,FALSE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,BE,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,BG,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,CY,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,CZ,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,292000,183000,152000,198000,215000,177000,197000,236000,265000,207000,193000,189000,201009,137409,163252,167080
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,DE,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,6181000,7765000,4075000,4268000,5155000,2299000,3017000,6536000,6640000,6236000,7461000,7013000,8739000,7358000,7461000,6133000,6341000,7353000
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,DK,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,231000,65000,211000,72000,0.000 ,0.000 ,95000,97000,348000,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,EA19,FALSE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,6181000,7765000,4075000,4271000,6440000,4306000,4789000,7415000,11093635,9581089,11693674,11067905,15510527,14802871,21620599,18760648,20172552,23223605
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,EE,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,EL,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,ES,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,EU27_2020,FALSE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,4345000,5191000,5209000,5883000,8082000,9158000,16301000,17539000,15014000,15290000,17792000,16682000,18656000,24029000,27342635,28667089,30559674,29958905,36028527,36040871,44679608,40257057,42644804,44407685
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,FI,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,3000,8000,919000,553000,569000,1056000,871000,1028000,946000,842000,816000,9024000,9001000,9596000,11856000
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,FR,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,1277000,1088000,1219000,310000,3397635,2474089,3173674,3108905,3449613,4490401,3629260,3275234,4226552,4005605
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,GE,FALSE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,HR,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,HU,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,216000,312000,590000,862000,652000,1008000,663000
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,IE,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,IS,FALSE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,IT,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,LI,FALSE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,LT,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,LU,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,LV,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,MD,FALSE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,ME,FALSE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,MK,FALSE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,MT,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,NL,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,2479914,2138470,1506339,341414,0.000 ,0.000 
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,NO,FALSE,0.000 ,0.000 ,1000,1000,1000,118000,167000,497000,513000,412000,471000,555000,446000,229000,313000,439000,543000,544000,550000,633000,838000,675000,845000,904000,930000,825000,792000,829000,712771,763000,755788
A,TOTAL,PRR_MAIN,NHP,X9900,TJ,PL,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
