,iso_code,country,EU?,count,total_capacity_gw,max_capacity_mw,count_distinct_fuel,count_distinct_name,count_distinct_owner,count_distinct_source,count_fuel_coal,capacity_gw_fuel_coal,count_fuel_gas,capacity_gw_fuel_gas,count_fuel_oil,capacity_gw_fuel_oil,count_fuel_petcoke,capacity_gw_fuel_petcoke,count_fuel_hydro,capacity_gw_fuel_hydro,count_fuel_nuclear,capacity_gw_fuel_nuclear,count_fuel_wind,capacity_gw_fuel_wind,count_fuel_solar,capacity_gw_fuel_solar,count_fuel_geothermal,capacity_gw_fuel_geothermal,count_fuel_biomass,capacity_gw_fuel_biomass,count_fuel_cogeneration,capacity_gw_fuel_cogeneration,count_fuel_waste,capacity_gw_fuel_waste,count_fuel_wave_and_tidal,capacity_gw_fuel_wave_and_tidal,count_fuel_storage,capacity_gw_fuel_storage,count_fuel_other,capacity_gw_fuel_other,count_null_name,count_null_gppd_idnr,count_null_capacity_mw,count_null_year_of_capacity_data,count_null_owner,count_null_source,count_null_url,count_null_latitude,count_null_longitude,count_null_fuel,count_wepp_id,capacity_gw_wepp_id,count_null_generation_gwh_all,count_generation_gwh_2013,count_generation_gwh_2014,count_generation_gwh_2015,count_generation_gwh_2016,count_generation_gwh_2017,count_generation_gwh_2018,count_generation_gwh_2019,count_generation_data_source,count_estimated_generation_gwh
41,COL,Colombia,False,25,10.924,1246.0,5.0,25.0,13.0,3.0,5.0,1.393,5.0,2.553,1.0,0.188,0.0,0.0,12.0,6.694,0.0,0.0,0.0,0.0,2.0,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
42,COM,Comoros,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,COG,Congo,False,8,0.6259000000000001,300.0,3.0,8.0,1.0,1.0,0.0,0.0,2.0,0.336,2.0,0.0709,0.0,0.0,4.0,0.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.2806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
44,COK,Cook Islands,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,CRI,Costa Rica,False,27,1.9684,234.45,4.0,27.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.46645,0.0,0.0,18.0,1.298,0.0,0.0,0.0,0.0,1.0,0.005,5.0,0.19895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.9634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
46,CIV,Cote DIvoire,False,8,1.203,294.0,2.0,8.0,1.0,1.0,0.0,0.0,3.0,0.604,0.0,0.0,0.0,0.0,5.0,0.599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
47,HRV,Croatia,True,24,3.2745,522.0,4.0,24.0,1.0,1.0,1.0,0.33,4.0,0.5818,2.0,0.74,0.0,0.0,17.0,1.6227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3.2745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
48,CUB,Cuba,False,14,3.7968,500.0,4.0,14.0,3.0,5.0,0.0,0.0,2.0,0.411,9.0,3.3666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0101999999999999,2.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.2878000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
49,CYP,Cyprus,True,3,1.468,868.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.868,2.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
50,CZE,Czech Republic,True,462,16.871700000000008,2133.0,6.0,462.0,355.0,27.0,22.0,8.363,3.0,1.32,0.0,0.0,0.0,0.0,8.0,1.827,2.0,4.173,0.0,0.0,427.0,1.1887,0.0,0.0,2.0,0.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,11.5353,450.0,0.0,0.0,11.0,11.0,11.0,0.0,0.0,12.0,0.0
51,COD,Democratic Republic of the Congo,False,15,3.05704,1775.0,3.0,15.0,7.0,5.0,0.0,0.0,1.0,0.025,1.0,0.01324,0.0,0.0,13.0,3.0188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.9008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
52,DNK,Denmark,True,47,8.0852,815.0,7.0,47.0,15.0,10.0,10.0,5.089,3.0,0.571,2.0,1.451,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.4081,12.0,0.2511,1.0,0.014,3.0,1.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.7275,0.0,0.0,0.0,14.0,14.0,12.0,0.0,0.0,14.0,47.0
53,DJI,Djibouti,False,1,0.107332,107.332,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.107332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.107332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,DMA,Dominica,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,DOM,Dominican Republic,False,15,1.85809,430.0,6.0,15.0,6.0,4.0,2.0,0.305,1.0,0.319,5.0,0.842,0.0,0.0,3.0,0.22709,0.0,0.0,1.0,0.052,3.0,0.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0600900000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
56,ECU,Ecuador,False,22,4.24548,1500.0,4.0,22.0,15.0,3.0,0.0,0.0,5.0,0.5256000000000001,6.0,0.46786,0.0,0.0,10.0,3.2543200000000003,0.0,0.0,0.0,0.0,2.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.19548,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,22.0
57,EGY,Egypt,False,62,34.1835,2754.0,5.0,62.0,1.0,2.0,0.0,0.0,33.0,29.077,5.0,1.0,0.0,0.0,4.0,2.8,0.0,0.0,1.0,0.547,20.0,0.8795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,29.184,38.0,0.0,38.0,0.0,1.0,0.0,0.0,0.0,39.0,24.0
58,SLV,El Salvador,False,16,1.4185,324.0,4.0,16.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.4752,0.0,0.0,4.0,0.4693,0.0,0.0,0.0,0.0,8.0,0.27,2.0,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.1485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
59,GNQ,Equatorial Guinea,False,3,0.1505,120.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0305,0.0,0.0,0.0,0.0,1.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1505,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,ERI,Eritrea,False,2,0.13319,100.09,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.13319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
61,EST,Estonia,True,17,2.5419,1369.0,3.0,17.0,6.0,2.0,0.0,0.0,2.0,0.423,2.0,1.841,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.2779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0219,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,17.0
62,ETH,Ethiopia,False,13,4.0239,1870.0,3.0,13.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.8126,0.0,0.0,1.0,0.204,0.0,0.0,1.0,0.0073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.9599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
63,FLK,Falkland Islands,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,FJI,Fiji,False,12,0.31738,160.0,4.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.07398,0.0,0.0,4.0,0.209,0.0,0.0,1.0,0.0101,0.0,0.0,0.0,0.0,3.0,0.0243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.3000799999999999,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,FIN,Finland,True,185,11.79676,1760.0,9.0,179.0,85.0,4.0,5.0,1.34,23.0,2.4541,40.0,4.4019,0.0,0.0,95.0,2.382320000000001,2.0,2.752,12.0,0.0766,0.0,0.0,0.0,0.0,41.0,2.37434,0.0,0.0,15.0,0.9897,0.0,0.0,0.0,0.0,4.0,0.2825,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,9.59546,0.0,0.0,0.0,8.0,10.0,10.0,0.0,0.0,10.0,185.0
66,FRA,France,True,2155,110.6159288999998,5460.0,10.0,2053.0,3.0,6.0,5.0,3.575,9.0,5.007,5.0,4.388,0.0,0.0,429.0,19.50577990000001,19.0,63.13,721.0,9.062631999999992,817.0,4.910416999999997,1.0,0.0045,148.0,0.7926000000000007,0.0,0.0,0.0,0.0,1.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2155.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0,87.98165822999998,1.0,0.0,0.0,42.0,38.0,41.0,0.0,0.0,47.0,2154.0
67,GUF,French Guiana,False,6,0.2526,113.6,5.0,4.0,2.0,2.0,0.0,0.0,2.0,0.092,1.0,0.04,0.0,0.0,1.0,0.1135999999999999,0.0,0.0,0.0,0.0,1.0,0.005,0.0,0.0,1.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.2476,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,PYF,French Polynesia,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,GAB,Gabon,False,6,0.44681,160.0,3.0,6.0,1.0,1.0,0.0,0.0,2.0,0.1453,1.0,0.01551,0.0,0.0,3.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.37851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
70,GMB,Gambia,False,2,0.0704,41.4,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0414,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,GEO,Georgia,False,19,3.8314,1300.0,2.0,19.0,1.0,1.0,0.0,0.0,3.0,1.25,0.0,0.0,0.0,0.0,16.0,2.5814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.6304000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
72,DEU,Germany,True,1309,112.04037488000002,3430.0,10.0,1299.0,308.0,90.0,97.0,47.7741,181.0,24.435250000000007,26.0,3.2692,0.0,0.0,112.0,9.9841,7.0,11.171,25.0,5.059361999999999,735.0,6.770562880000001,0.0,0.0,53.0,1.6552999999999998,0.0,0.0,66.0,1.5888,0.0,0.0,0.0,0.0,11.0,0.7569,0.0,0.0,0.0,1309.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,69.11582528,0.0,0.0,0.0,61.0,94.0,71.0,0.0,0.0,97.0,1309.0
73,GHA,Ghana,False,6,2.108,1038.0,3.0,6.0,1.0,2.0,0.0,0.0,2.0,0.49,0.0,0.0,0.0,0.0,3.0,1.598,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.928,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
74,GIB,Gibraltar,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,GRC,Greece,True,90,14.658649999999998,1595.0,7.0,90.0,21.0,15.0,6.0,4.995,12.0,5.205,3.0,0.501,0.0,0.0,18.0,3.501,0.0,0.0,12.0,0.21495,38.0,0.2177,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,12.772149999999996,0.0,0.0,0.0,26.0,23.0,23.0,0.0,0.0,27.0,90.0
76,GRL,Greenland,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,GRD,Grenada,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,GUM,Guam,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,GTM,Guatemala,False,76,3.6891,300.0,8.0,76.0,3.0,4.0,5.0,0.5722,0.0,0.0,19.0,0.9834,0.0,0.0,30.0,1.0075999999999998,0.0,0.0,2.0,0.0711,3.0,0.115,2.0,0.0538,13.0,0.8800999999999999,0.0,0.0,2.0,0.0059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2.8731000000000004,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,72.0,76.0
80,GIN,Guinea,False,9,0.51042,240.0,2.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0920999999999999,0.0,0.0,6.0,0.4183199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.45042,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,GNB,Guinea-Bissau,False,1,0.018237,18.237,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.018237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.018237,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,GUY,Guyana,False,5,0.1363,36.3,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.1062999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0923,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,HTI,Haiti,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,HND,Honduras,False,40,2.16487,371.0,8.0,40.0,7.0,9.0,0.0,0.0,1.0,0.0392,5.0,0.7886,0.0,0.0,12.0,0.5151700000000001,0.0,0.0,1.0,0.126,15.0,0.6044499999999999,1.0,0.039,4.0,0.05,0.0,0.0,1.0,0.00245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.08377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
85,HKG,Hong Kong,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,HUN,Hungary,True,18,6.290700000000001,1886.8,5.0,18.0,4.0,3.0,3.0,1.194,8.0,2.9553000000000003,1.0,0.17,0.0,0.0,0.0,0.0,1.0,1.8868,0.0,0.0,5.0,0.0846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.2417,0.0,0.0,0.0,7.0,5.0,5.0,0.0,0.0,7.0,18.0
87,ISL,Iceland,False,20,2.4846,690.0,2.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.9126,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.4626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
88,IND,India,False,1589,316.0885459999999,4760.0,9.0,1589.0,271.0,191.0,253.0,204.91921999999997,70.0,25.597506000000003,208.0,204.003935,0.0,0.0,233.0,45.56146999999999,9.0,8.78,108.0,3.64715,851.0,25.5491,0.0,0.0,50.0,1.00326,1.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1097.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,269.375456,0.0,0.0,392.0,414.0,424.0,428.0,436.0,0.0,437.0,1197.0
89,IDN,Indonesia,False,178,48.751418,5355.0,5.0,178.0,96.0,2.0,70.0,29.333,41.0,12.81,16.0,0.7068260000000001,0.0,0.0,41.0,4.559591999999999,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,35.080065000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0
90,IRN,Iran,False,107,61.3621,2800.0,6.0,102.0,13.0,14.0,0.0,0.0,60.0,38.003,19.0,12.2836,0.0,0.0,19.0,10.8575,1.0,1.0,1.0,0.1,8.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,38.883,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,107.0
91,IRQ,Iraq,False,28,18.1606,2100.0,3.0,27.0,4.0,17.0,0.0,0.0,15.0,11.6466,15.0,11.116,0.0,0.0,8.0,2.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
92,IRL,Ireland,True,59,7.582149999999999,915.0,6.0,59.0,25.0,3.0,1.0,0.915,10.0,3.6925,6.0,1.1456,0.0,0.0,3.0,0.405,0.0,0.0,38.0,1.2870500000000002,0.0,0.0,0.0,0.0,1.0,0.137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,6.53855,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,59.0
93,ISR,Israel,False,59,14.6658,2590.0,5.0,59.0,14.0,17.0,2.0,4.84,18.0,9.213,3.0,2.142,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.042,37.0,0.5707999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.4795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
94,ITA,Italy,True,396,73.09506,3446.0,8.0,396.0,42.0,45.0,9.0,9.012,57.0,38.57065,11.0,8.828700000000001,0.0,0.0,58.0,13.38418,0.0,0.0,1.0,0.10524,223.0,1.95269,33.0,0.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3846,0.0,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,58.14610999999999,0.0,0.0,0.0,112.0,93.0,90.0,1.0,0.0,115.0,396.0
95,JAM,Jamaica,False,10,0.7925,347.5,5.0,10.0,5.0,3.0,0.0,0.0,1.0,0.12,4.0,0.599,0.0,0.0,3.0,0.0148,0.0,0.0,1.0,0.0387,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.7725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
96,JPN,Japan,False,522,215.36585,8212.0,9.0,517.0,162.0,64.0,52.0,45.913,34.0,61.13275,33.0,49.6242,0.0,0.0,55.0,27.439,16.0,42.537,6.0,0.15,324.0,5.686600000000001,14.0,0.5363,0.0,0.0,0.0,0.0,1.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,171.91144999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0
97,JOR,Jordan,False,33,4.7035,1031.0,3.0,33.0,1.0,2.0,0.0,0.0,7.0,3.754,1.0,0.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.5675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
98,KAZ,Kazakhstan,False,33,18.628,4000.0,4.0,33.0,18.0,13.0,22.0,15.868,2.0,0.4,0.0,0.0,0.0,0.0,4.0,2.09,0.0,0.0,0.0,0.0,5.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
99,KEN,Kenya,False,23,2.4859,310.0,5.0,22.0,8.0,8.0,0.0,0.0,0.0,0.0,6.0,0.5555,0.0,0.0,8.0,0.7852,0.0,0.0,2.0,0.3355,1.0,0.0557,6.0,0.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.9352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
100,KIR,Kiribati,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
