,freq,siec,partner,unit,Country,EU?,Alpha_2_code,Alpha_3_code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
5946,A,E7000,SN,GWH,Spain,True,ES,ESP,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5947,A,E7000,SN,GWH,,False,EU27_2020,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5948,A,E7000,SN,GWH,Finland,True,FI,FIN,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5949,A,E7000,SN,GWH,France,True,FR,FRA,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5950,A,E7000,SN,GWH,Georgia,False,GE,GEO,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5951,A,E7000,SN,GWH,Croatia,True,HR,HRV,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5952,A,E7000,SN,GWH,Hungary,True,HU,HUN,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5953,A,E7000,SN,GWH,Ireland,True,IE,IRL,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5954,A,E7000,SN,GWH,Iceland,False,IS,ISL,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5955,A,E7000,SN,GWH,Italy,True,IT,ITA,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5956,A,E7000,SN,GWH,Liechtenstein,False,LI,LIE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5957,A,E7000,SN,GWH,Lithuania,True,LT,LTU,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5958,A,E7000,SN,GWH,Luxembourg,True,LU,LUX,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5959,A,E7000,SN,GWH,Latvia,True,LV,LVA,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5960,A,E7000,SN,GWH,Republic of Moldova,False,MD,MDA,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5961,A,E7000,SN,GWH,Montenegro,False,ME,MNE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5962,A,E7000,SN,GWH,North Macedonia,False,MK,MKD,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5963,A,E7000,SN,GWH,Malta,True,MT,MLT,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5964,A,E7000,SN,GWH,Netherlands,True,NL,NLD,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5965,A,E7000,SN,GWH,Norway,False,NO,NOR,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5966,A,E7000,SN,GWH,Poland,True,PL,POL,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5967,A,E7000,SN,GWH,Portugal,True,PT,PRT,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5968,A,E7000,SN,GWH,Romania,True,RO,ROU,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5969,A,E7000,SN,GWH,Serbia,False,RS,SRB,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5970,A,E7000,SN,GWH,Sweden,True,SE,SWE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5971,A,E7000,SN,GWH,Slovenia,True,SI,SVN,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5972,A,E7000,SN,GWH,Slovakia,True,SK,SVK,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5973,A,E7000,SN,GWH,Turkey,False,TR,TUR,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5974,A,E7000,SN,GWH,Ukraine,False,UA,UKR,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5975,A,E7000,SN,GWH,United Kingdom,False,UK,GBR,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,: ,: ,: ,: ,: 
5976,A,E7000,SN,GWH,,False,XK,,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5977,A,E7000,SS,GWH,Albania,False,AL,ALB,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5978,A,E7000,SS,GWH,Austria,True,AT,AUT,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5979,A,E7000,SS,GWH,Bosnia and Herzegovina,False,BA,BIH,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5980,A,E7000,SS,GWH,Belgium,True,BE,BEL,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5981,A,E7000,SS,GWH,Bulgaria,True,BG,BGR,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5982,A,E7000,SS,GWH,Cyprus,True,CY,CYP,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5983,A,E7000,SS,GWH,Czech Republic,True,CZ,CZE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5984,A,E7000,SS,GWH,Germany,True,DE,DEU,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5985,A,E7000,SS,GWH,Denmark,True,DK,DNK,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5986,A,E7000,SS,GWH,,False,EA19,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5987,A,E7000,SS,GWH,Estonia,True,EE,EST,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5988,A,E7000,SS,GWH,,True,EL,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5989,A,E7000,SS,GWH,Spain,True,ES,ESP,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5990,A,E7000,SS,GWH,,False,EU27_2020,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5991,A,E7000,SS,GWH,Finland,True,FI,FIN,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5992,A,E7000,SS,GWH,France,True,FR,FRA,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5993,A,E7000,SS,GWH,Georgia,False,GE,GEO,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5994,A,E7000,SS,GWH,Croatia,True,HR,HRV,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5995,A,E7000,SS,GWH,Hungary,True,HU,HUN,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5996,A,E7000,SS,GWH,Ireland,True,IE,IRL,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5997,A,E7000,SS,GWH,Iceland,False,IS,ISL,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5998,A,E7000,SS,GWH,Italy,True,IT,ITA,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
5999,A,E7000,SS,GWH,Liechtenstein,False,LI,LIE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
6000,A,E7000,SS,GWH,Lithuania,True,LT,LTU,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
6001,A,E7000,SS,GWH,Luxembourg,True,LU,LUX,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
6002,A,E7000,SS,GWH,Latvia,True,LV,LVA,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
6003,A,E7000,SS,GWH,Republic of Moldova,False,MD,MDA,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
6004,A,E7000,SS,GWH,Montenegro,False,ME,MNE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
6005,A,E7000,SS,GWH,North Macedonia,False,MK,MKD,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
6006,A,E7000,SS,GWH,Malta,True,MT,MLT,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
6007,A,E7000,SS,GWH,Netherlands,True,NL,NLD,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
6008,A,E7000,SS,GWH,Norway,False,NO,NOR,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
6009,A,E7000,SS,GWH,Poland,True,PL,POL,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
6010,A,E7000,SS,GWH,Portugal,True,PT,PRT,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
6011,A,E7000,SS,GWH,Romania,True,RO,ROU,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
6012,A,E7000,SS,GWH,Serbia,False,RS,SRB,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
6013,A,E7000,SS,GWH,Sweden,True,SE,SWE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
