,freq,siec,partner,unit,Country,EU?,Alpha_2_code,Alpha_3_code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
2208,A,E7000,ER,GWH,France,True,FR,FRA,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2209,A,E7000,ER,GWH,Georgia,False,GE,GEO,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2210,A,E7000,ER,GWH,Croatia,True,HR,HRV,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2211,A,E7000,ER,GWH,Hungary,True,HU,HUN,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2212,A,E7000,ER,GWH,Ireland,True,IE,IRL,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2213,A,E7000,ER,GWH,Iceland,False,IS,ISL,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2214,A,E7000,ER,GWH,Italy,True,IT,ITA,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2215,A,E7000,ER,GWH,Liechtenstein,False,LI,LIE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2216,A,E7000,ER,GWH,Lithuania,True,LT,LTU,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2217,A,E7000,ER,GWH,Luxembourg,True,LU,LUX,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2218,A,E7000,ER,GWH,Latvia,True,LV,LVA,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2219,A,E7000,ER,GWH,Republic of Moldova,False,MD,MDA,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2220,A,E7000,ER,GWH,Montenegro,False,ME,MNE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2221,A,E7000,ER,GWH,North Macedonia,False,MK,MKD,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2222,A,E7000,ER,GWH,Malta,True,MT,MLT,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2223,A,E7000,ER,GWH,Netherlands,True,NL,NLD,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2224,A,E7000,ER,GWH,Norway,False,NO,NOR,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2225,A,E7000,ER,GWH,Poland,True,PL,POL,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2226,A,E7000,ER,GWH,Portugal,True,PT,PRT,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2227,A,E7000,ER,GWH,Romania,True,RO,ROU,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2228,A,E7000,ER,GWH,Serbia,False,RS,SRB,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2229,A,E7000,ER,GWH,Sweden,True,SE,SWE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2230,A,E7000,ER,GWH,Slovenia,True,SI,SVN,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2231,A,E7000,ER,GWH,Slovakia,True,SK,SVK,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2232,A,E7000,ER,GWH,Turkey,False,TR,TUR,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2233,A,E7000,ER,GWH,Ukraine,False,UA,UKR,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2234,A,E7000,ER,GWH,United Kingdom,False,UK,GBR,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,: 
2235,A,E7000,ER,GWH,,False,XK,,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2236,A,E7000,ES,GWH,Albania,False,AL,ALB,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2237,A,E7000,ES,GWH,Austria,True,AT,AUT,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2238,A,E7000,ES,GWH,Bosnia and Herzegovina,False,BA,BIH,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2239,A,E7000,ES,GWH,Belgium,True,BE,BEL,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2240,A,E7000,ES,GWH,Bulgaria,True,BG,BGR,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2241,A,E7000,ES,GWH,Cyprus,True,CY,CYP,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2242,A,E7000,ES,GWH,Czech Republic,True,CZ,CZE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2243,A,E7000,ES,GWH,Germany,True,DE,DEU,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2244,A,E7000,ES,GWH,Denmark,True,DK,DNK,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2245,A,E7000,ES,GWH,,False,EA19,,3209000,3088000,4353000,4608000,5108000,7632000,6753000,4593000,8968000,11956000,12271000,10270000,12597000,9689000,8363000,10366000,9393000,9060000,5884000,6782000,5191000,7927000,7789000,10211000,12300000.0,14936000.0,21829000,23745704,23826057,17502517,17507135
2246,A,E7000,ES,GWH,Estonia,True,EE,EST,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2247,A,E7000,ES,GWH,,True,EL,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2248,A,E7000,ES,GWH,Spain,True,ES,ESP,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2249,A,E7000,ES,GWH,,False,EU27_2020,,3209000,3088000,4353000,4608000,5108000,7632000,6753000,4593000,8968000,11956000,12271000,10270000,12597000,9689000,8363000,10366000,9393000,9060000,5884000,6782000,5191000,7927000,7789000,10211000,12300000.0,14936000.0,21829000,23745704,23826057,17502517,17507135
2250,A,E7000,ES,GWH,Finland,True,FI,FIN,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2251,A,E7000,ES,GWH,France,True,FR,FRA,1513000,1468000,3156000,2706000,3739000,5891000,3748000,2116000,5268000,7468000,8504000,6768000,9167000,6553000,6232000,7564000,6210000,6907000,4571000,3960000,2000000,3998000,4918000,4887000,5956000.0,9125000.0,12128000,15556000,15501521,12802480,11410282
2252,A,E7000,ES,GWH,Georgia,False,GE,GEO,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2253,A,E7000,ES,GWH,Croatia,True,HR,HRV,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2254,A,E7000,ES,GWH,Hungary,True,HU,HUN,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2255,A,E7000,ES,GWH,Ireland,True,IE,IRL,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2256,A,E7000,ES,GWH,Iceland,False,IS,ISL,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2257,A,E7000,ES,GWH,Italy,True,IT,ITA,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2258,A,E7000,ES,GWH,Liechtenstein,False,LI,LIE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2259,A,E7000,ES,GWH,Lithuania,True,LT,LTU,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2260,A,E7000,ES,GWH,Luxembourg,True,LU,LUX,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2261,A,E7000,ES,GWH,Latvia,True,LV,LVA,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2262,A,E7000,ES,GWH,Republic of Moldova,False,MD,MDA,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2263,A,E7000,ES,GWH,Montenegro,False,ME,MNE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2264,A,E7000,ES,GWH,North Macedonia,False,MK,MKD,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2265,A,E7000,ES,GWH,Malta,True,MT,MLT,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2266,A,E7000,ES,GWH,Netherlands,True,NL,NLD,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,32000,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2267,A,E7000,ES,GWH,Norway,False,NO,NOR,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2268,A,E7000,ES,GWH,Poland,True,PL,POL,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2269,A,E7000,ES,GWH,Portugal,True,PT,PRT,1696000,1620000,1197000,1902000,1369000,1741000,3005000,2477000,3700000,4488000,3767000,3502000,3430000,3104000,2131000,2802000,3183000,2153000,1313000,2822000,3191000,3929000,2871000,5324000,6344000.0,5811000.0,9701000,8189704,8324536,4700037,6096853
2270,A,E7000,ES,GWH,Romania,True,RO,ROU,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2271,A,E7000,ES,GWH,Serbia,False,RS,SRB,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2272,A,E7000,ES,GWH,Sweden,True,SE,SWE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2273,A,E7000,ES,GWH,Slovenia,True,SI,SVN,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2274,A,E7000,ES,GWH,Slovakia,True,SK,SVK,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2275,A,E7000,ES,GWH,Turkey,False,TR,TUR,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2276,A,E7000,ES,GWH,Ukraine,False,UA,UKR,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.0,0.0,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
